"from_str","to_str"
"st loui save","st louis ave"
"st louisa ve","st louis ave"
"st. louis ave","st louis ave"
"stl ouis ave","st louis ave"
"stlouis ave","st louis ave"
"stlouisave","st louis ave"
"st louis av","st louis ave"
"stlouis av","st louis ave"
"st louisd","st louis"
"st louise ave","st louis ave"
"st louise av","st louis ave"
"st louise","st louis"
"st. louise","st louis"
"st louis e","st louis ave"
"st louisi","st louis"
"st louis lave","st louis ave"
"st louiso","st louis"
"st louis save","st louis ave"
"st louiss","st louis"
"-st louis","st louis"
"/st louis","st louis"
".st louis","st louis"
"s t louis","st louis"
"st . louis","st louis"
"st l ou is","st louis"
"st l ouis","st louis"
"st lo uis","st louis"
"st lou is","st louis"
"st loui s","st louis"
"st louis-","st louis"
"st louis.","st louis"
"st louis'","st louis"
"st louis[","st louis"
"st louis]","st louis"
"st louis+","st louis"
"st, louis","st louis"
"st,louis","st louis"
"st. louis","st louis"
"st.louis","st louis"
"stlouis","st louis"
"st loui","st louis"
"st louist","st louis"
"st louisv","st louis"
"st louiw","st louis"
"st loujis","st louis"
"st louois","st louis"
"st louos","st louis"
"st lous ave","st louis ave"
"st lous av","st louis ave"
"st lousis","st louis"
"st louss","st louis"
"st lous","st louis"
"st. loutis","st louis"
"st luis ave","st louis ave"
"st luis","st louis"
"st lwarence","st lawrence"
"st lwrence","st lawrence"
"st mary ct","st mary st"
"st maryct","st mary st"
"st marys ct","st mary st"
"st marys","st mary"
"st mary's","st mary st"
"stmary","st mary"
"st michael ct","st michaels ct"
"st michaels court","st michaels ct"
"st michael s ct","st michaels ct"
"st. michaels ct","st michaels ct"
"st. michaels","st michaels"
"st michael","st michaels"
"stnoey island","stony island"
"stnoy island","stony island"
"stny island","stony island"
"stoaney island","stony island"
"stockdon dr","stockton dr"
"stockdton dr","stockton dr"
"stockgton","stockton"
"stockion","stockton"
"stockon dr","stockton dr"
"stockon","stockton"
"stockson","stockton"
"stockstan dr","stockton dr"
"stockston dr","stockton dr"
"stockston","stockton"
"stocktin","stockton"
"stocktion","stockton"
"stocktno dr","stockton dr"
"stocktn","stockton"
"stockto dr","stockton dr"
"stocktoin","stockton"
"stocktom","stockton"
"stockton av","stockton dr"
"stockton dor","stockton dr"
"stockton drie","stockton dr"
"stocktond r","stockton dr"
"stocktondr","stockton dr"
"stockton drv","stockton dr"
"stockton d","stockton dr"
"stockton dtr","stockton dr"
"stockton dt","stockton dr"
"stockton ft","stockton dr"
"stockton l","stockton dr"
"stocktonn","stockton"
"stocktono","stockton"
"stockton pk","stockton dr"
"stockton pl","stockton dr"
"stocktonq","stockton"
"stockton rd","stockton dr"
"stockton r","stockton dr"
"-stockton","stockton"
".stockton","stockton"
"st/ockton","stockton"
"stockton-","stockton"
"stockton.","stockton"
"stockton'","stockton"
"stockton\","stockton"
"stockton+","stockton"
"stockton st","stockton dr"
"stockto","stockton"
"stocktpn","stockton"
"stocktron","stockton"
"stocktton dr","stockton dr"
"stocton dr","stockton dr"
"stoctondr","stockton dr"
"stocton","stockton"
"stoickton","stockton"
"stokkton","stockton"
"stokton dr","stockton dr"
"stokton","stockton"
"st olouis","st louis"
"stond island","stony island"
"stone ct","stone st"
"stonehy island ave","stony island ave"
"stone island","stony island"
"stoney island ave","stony island ave"
"stoney islanda ve","stony island ave"
"stoney island av","stony island ave"
"stoney island","stony island"
"stoneyisland","stony island"
"stoney islanld","stony island"
"stoney islannd","stony island"
"stoney islan","stony island"
"stoneys island","stony island"
"stong island ave","stony island ave"
"stong island","stony island"
"stonh island","stony island"
"stonhy island","stony island"
"ston island ave","stony island ave"
"ston island lot","stony island ext"
"ston island","stony island"
"stonley island","stony island"
"stont island","stony island"
"stontisland","stony island"
"stonty island","stony island"
"stonye island","stony island"
"stony ialnd","stony island"
"stonyi island","stony island"
"stony ijslkand","stony island"
"stony ilsland","stony island"
"stony inland","stony island"
"stony isaland","stony island"
"stony isald","stony island"
"stony isalnd ave","stony island ave"
"stony isalnd av","stony island ave"
"stony isalnd","stony island"
"stony isand","stony island"
"stony isdland","stony island"
"stony isladn","stony island"
"stony islad","stony island"
"stony islanad","stony island"
"stony island3","stony island"
"stonyisland3","stony island"
"stony island ae","stony island ave"
"stony island alley","stony island ave"
"stony islanda","stony island"
"stony island a","stony island ave"
"stony island avae","stony island ave"
"stony island ave l","stony island ave e"
"stony island avenu","stony island ave"
"stony islanda ve","stony island ave"
"stonyisland ave","stony island ave"
"stony island av","stony island ave"
"stonyisland av","stony island ave"
"stonyislandav","stony island ave"
"stony island blvd","stony island ave"
"stony island drive","stony island ave"
"stony island dr","stony island ext"
"stony islandd","stony island"
"stony islandf","stony island"
"stony island lot","stony island ext"
"stony island pl","stony island ext"
"stony island rear","stony island ext"
"stony islands","stony island"
"-stony island-","stony island"
"-stony island","stony island"
".stony island","stony island"
"+stony island","stony island"
"ston y island","stony island"
"ston yisland","stony island"
"stony i sland","stony island"
"stony islan d","stony island"
"stony island--","stony island"
"stony island-","stony island"
"stony island/","stony island"
"stony island.","stony island"
"stony island'","stony island"
"stony island]","stony island"
"stony island\","stony island"
"stony island&","stony island"
"stony island+","stony island"
"stony island","stony island"
"stony/ island","stony island"
"stonyi sland","stony island"
"stonyisland","stony island"
"stony islane","stony island"
"stony islanld","stony island"
"stony islansd","stony island"
"stony islans","stony island"
"stony islan","stony island"
"stonyislan","stony island"
"stony isla","stony island"
"stony isl ave","stony island ave"
"stony isldnad","stony island"
"stony isld","stony island"
"stony islnad","stony island"
"stony islnd","stony island"
"stony isoand","stony island"
"stony istland","stony island"
"stony land","stony island"
"stony siland","stony island"
"stony sland","stony island"
"stonyu island","stony island"
"stoony island","stony island"
"st oouis","st louis"
"stor","astor"
"story island","stony island"
"st ouis ave","st louis ave"
"st ouis","st louis"
"stovckton","stockton"
"stoy island","stony island"
"stoynyisland","stony island"
"st pal","st paul"
"st. paul ave","st paul ave"
"stpaul ave","st paul ave"
"st paul av","st paul ave"
"-st paul","st paul"
"st paul'","st paul"
"st. paul","st paul"
"st.paul","st paul"
"stpaul","st paul"
"st pau","st paul"
"st poul","st paul"
"stradford pl","stratford pl"
"stradford","stratford"
"strafford pl","stratford pl"
"strafford","stratford"
"straford pl","stratford pl"
"straford","stratford"
"straftford pl","stratford pl"
"straftford","stratford"
"stranford","stratford"
"strartford","stratford"
"strataford pl","stratford pl"
"strateford","stratford"
"stratfford","stratford"
"stratfod pl","stratford pl"
"stratfod","stratford"
"stratfoed","stratford"
"stratfofd","stratford"
"stratford dr","stratford pl"
"stratford place","stratford pl"
"stratford plc","stratford pl"
"strat ford pl","stratford pl"
"stratfordpl","stratford pl"
"stratfored","stratford"
"stratfore","stratford"
"stratforf","stratford"
"stratfor","stratford"
"stratfprd","stratford"
"stratfrod pl","stratford pl"
"stratord pl","stratford pl"
"stratord","stratford"
"stratrford pl","stratford pl"
"stratrord","stratford"
"strattford","stratford"
"streeter drv","streeter dr"
"streetr dr","streeter dr"
"stretford","stratford"
"stretter dr","streeter dr"
"strewart","stewart"
"strockton dr","stockton dr"
".strong","strong"
"strong t","strong st"
"stronhg","strong"
"strtford","stratford"
"strtson","stetson"
"strumbull","trumbull"
"st slouis","st louis"
"sts louis","st louis"
"stste st","state st"
"sttate st","state st"
"stte pkwy","state pkwy"
"stt louis","st louis"
"stuben","steuben"
"stutton","sutton"
"stwart","stewart"
"stwewart","stewart"
"sueperior","superior"
"suerior","superior"
"suganash","sauganash"
"suimmerdale","summerdale"
"suinnyside","sunnyside"
"suiperior","superior"
"suirf st","surf st"
"sujnyside","sunnyside"
"sujperior","superior"
"sumemrdale","summerdale"
"sumerdaale","summerdale"
"sumerdale","summerdale"
"summberdale","summerdale"
"summderdale","summerdale"
"summedale ave","summerdale ave"
"summedale","summerdale"
"summedalke","summerdale"
"summeradle","summerdale"
"summerale","summerdale"
"summerdaele","summerdale"
"summerdael","summerdale"
"summerdae","summerdale"
"summerdake","summerdale"
"summerdakle","summerdale"
"summerdald","summerdale"
"summerdale0","summerdale"
"summerdale a","summerdale ave"
"summerdale av","summerdale ave"
"summerdalee","summerdale"
"summerdalejb","summerdale"
"summerdalel","summerdale"
"summer dale","summerdale"
"summerdale'","summerdale"
"summerdale]","summerdale"
"summerdale+","summerdale"
"summerdalke","summerdale"
"summerdalle","summerdale"
"summerdal","summerdale"
"summerdalw","summerdale"
"summerdlae","summerdale"
"summerdle","summerdale"
"summererdale","summerdale"
"summerfale","summerdale"
"summerfdale","summerdale"
"summersale","summerdale"
"summersdale","summerdale"
"summervale","summerdale"
"summgrdale","summerdale"
"summit av","summit ave"
"summitt","summit"
"summmerdale","summerdale"
"summonds dr","simonds dr"
"summrdale","summerdale"
"summredale","summerdale"
"sumnmerdale","summerdale"
"suneway","juneway"
"sunnerdale","summerdale"
"sunnhyside","sunnyside"
"sunnny side","sunnyside"
"sunnnyside","sunnyside"
"sunnside","sunnyside"
"sunnsyide","sunnyside"
"sunnsyside","sunnyside"
"sunnuside","sunnyside"
"sunnydisde","sunnyside"
"sunnyhside","sunnyside"
"sunnyide av","sunnyside ave"
"sunnyide","sunnyside"
"sunnyisde","sunnyside"
"sunnysde","sunnyside"
"sunnysdide","sunnyside"
"sunnysdie","sunnyside"
"sunnyshide","sunnyside"
"sunnyside3","sunnyside"
"sunnyside4","sunnyside"
"sunnyside alley","sunnyside ave"
"sunny side ave","sunnyside ave"
"sunnysidea ve","sunnyside ave"
"sunnyside av","sunnyside ave"
"sunnysidee","sunnyside"
"sunnysidei","sunnyside"
"sunnysidel","sunnyside"
"-sunnyside","sunnyside"
"sunny side","sunnyside"
"sunnyside-","sunnyside"
"sunnyside.","sunnyside"
"sunnyside]","sunnyside"
"sunnyside+","sunnyside"
"sunnysidie","sunnyside"
"sunnysidse","sunnyside"
"sunnysid","sunnyside"
"sunnysie","sunnyside"
"sunnysisde","sunnyside"
"sunnyssdie","sunnyside"
"sunnysude","sunnyside"
"sunnysuide","sunnyside"
"sunnyuside","sunnyside"
"sunnyusid","sunnyside"
"sunyside","sunnyside"
"suoerior","superior"
"suoperior","superior"
"suoth water","south water"
"supeerior","superior"
"supeior st","superior st"
"supeior","superior"
"supeirior st","superior st"
"supeirior","superior"
"supeiror st","superior st"
"supereior","superior"
"superfior","superior"
"superier","superior"
"superiioir","superior"
"superiior","superior"
"superio0r","superior"
"superiod","superior"
"superioer","superior"
"superioe","superior"
"superioir st","superior st"
"superioir","superior"
"superion","superior"
"superioor","superior"
"superior3","superior"
"superiora","superior"
"superior at","superior st"
"superior av","superior st"
"superiorc","superior"
"superior ct","superior st"
"superior dr","superior st"
"superiore","superior"
"superiork","superior"
"superior lot","superior"
"superiorl","superior"
"superioror","superior"
"superiorr","superior"
"superior sr","superior st"
"superiors st","superior st"
"superior s","superior st"
"superiors","superior st"
"superior str","superior st"
"-superior st","superior st"
"superior st.","superior st"
"superiors t","superior st"
"superiorst","superior st"
"-superior","superior"
".superior","superior"
"superior--","superior"
"superior-","superior"
"superior/","superior"
"superior.","superior"
"superior]","superior"
"superior\","superior"
"superior+","superior"
"superior","superior"
"superior t","superior st"
"superios st","superior st"
"superios","superior"
"superio st","superior st"
"superios t","superior st"
"superio","superior"
"superiour","superior"
"superiou","superior"
"superiror","superior"
"superir st","superior st"
"superir","superior"
"superoir st","superior st"
"superor st","superior st"
"superor","superior"
"superrior","superior"
"supervisor","superior"
"supierior","superior"
"supirior","superior"
"supperior","superior"
"supreior st","superior st"
"suprerior st","superior st"
"suprerior","superior"
"suprior st","superior st"
"suprior","superior"
"supurior","superior"
"surey ct","surrey ct"
"surf s","surf st"
"surf str","surf st"
"surf st.","surf st"
"surnham","burnham"
"surperior","superior"
"surrey crt","surrey ct"
"surrey c","surrey ct"
"surrey ct.","surrey ct"
"surrey st","surrey ct"
"surry ct","surrey ct"
"survey ct","surrey ct"
"susmmerdale","summerdale"
"susperior","superior"
"susuperior st","superior st"
"suthport","southport"
"suth water","south water"
"suth whater","south water"
"suunnyside","sunnyside"
"suunyside","sunnyside"
"suuperior","superior"
"suuthport","southport"
"svan buren","van buren"
"swann ct","swann st"
"swann s","swann st"
"swannst","swann st"
"swan st","swann st"
"swedgwick","sedgwick"
"syate st","state st"
"sy. lawrence","st lawrence"
"symonds","simonds"
"syockton","stockton"
"syon island","stony island"
"t115th s","115th st"
"t43rd s","43rd st"
"t44th s","44th st"
"t49th t","49th st"
"t55th","55th"
"t59th st","59th st"
"t83rd s","83rd st"
"t83rds t","83rd st"
"t87th s","87th st"
"tackson","jackson"
"tahoma av","tahoma ave"
"talaman","talman"
"talamn ave","talman ave"
"talbany","albany"
"talccott","talcott"
"talcot","talcott"
"talcott av","talcott ave"
"taleman","talman"
"tallman ave","talman ave"
"tallman av","talman ave"
"tallman","talman"
"talmaan","talman"
"talman0","talman"
